timestamp,session_id,fatigue_score,eye_ratio,yawn_count,head_pitch,head_yaw,head_roll,speed_kmh,acceleration_ms2,steering_angle_deg,throttle_position_pct,brake_pressure_pct,co2_estimate_gkm,events_detected,event_count,cumulative_distance_km,eco_score,recommendation
2025-11-16 16:30:07,20251116_163007,1.311066960751461e-05,0.3,0,0,0,0,100.0,1.84,-13.0,68.4,0,141.3,none,0,0.03,100.0,
2025-11-16 16:30:08,20251116_163007,0.02347789052652285,0.3,0,0,0,0,75.2,-1.27,-26.3,0,25.3,92.5,speeding,1,0.05,100.0,
2025-11-16 16:30:09,20251116_163007,0.06592234848065735,0.3,0,0,0,0,73.7,-0.69,-9.9,0,13.8,92.1,"speeding,steering_oscillation",2,0.07,100.0,
2025-11-16 16:30:10,20251116_163007,0.12090432839412002,0.3,0,0,0,0,50.9,-1.29,-23.1,0,25.8,85.3,none,0,0.08,100.0,
2025-11-16 16:30:11,20251116_163007,0.18585876259026193,0.3,0,0,0,0,43.0,-4.16,-12.3,0,83.2,82.9,harsh_braking,1,0.1,100.0,
2025-11-16 16:30:12,20251116_163007,0.2594978026983021,0.3,0,0,0,0,40.0,-0.33,0.5,49.4,0,91.9,none,0,0.11,40.0,
2025-11-16 16:30:13,20251116_163007,0.34093374381246777,0.3,0,0,0,0,40.0,-0.7,-6.9,0,13.9,82.0,none,0,0.12,40.0,
2025-11-16 16:30:14,20251116_163007,0.42944739777774266,0.3,0,0,0,0,68.0,4.34,-15.7,93.4,0,174.3,"harsh_acceleration,speeding",2,0.14,39.4,
2025-11-16 16:30:15,20251116_163007,0.5245147667160734,0.3,0,0,0,0,76.4,-3.29,-26.9,0,65.9,92.9,"harsh_braking,speeding",2,0.16,40.0,
2025-11-16 16:30:16,20251116_163007,0.6257107750788049,0.3,0,0,0,0,65.0,0.92,-1.5,59.2,0,115.2,"speeding,steering_oscillation",2,0.18,40.0,
2025-11-16 16:30:18,20251116_163007,0.7327238742377131,0.3,0,0,0,0,68.8,1.4,-12.7,64.0,0,124.4,speeding,1,0.19,39.6,
2025-11-16 16:30:19,20251116_163007,0.8452100074664038,0.3,0,0,0,0,69.7,-4.73,-17.5,0,94.7,90.9,"harsh_braking,speeding",2,0.21,40.0,
2025-11-16 16:30:20,20251116_163007,0.9629024806565909,0.3,0,0,0,0,42.9,1.32,-4.6,63.2,0,115.4,none,0,0.23,40.0,
2025-11-16 16:30:21,20251116_163007,1.0855810017590994,0.3,0,0,0,0,40.0,4.17,7.9,91.7,0,163.0,harsh_acceleration,1,0.24,39.1,
2025-11-16 16:30:22,20251116_163007,1.2131036916027151,0.3,0,0,0,0,40.0,-0.64,-3.5,0,12.8,82.0,none,0,0.25,39.7,
2025-11-16 16:30:23,20251116_163007,1.3451853446624114,0.3,0,0,0,0,40.0,1.1,-6.4,61.0,0,110.7,none,0,0.26,39.7,
2025-11-16 16:30:24,20251116_163007,1.481790140415703,0.3,0,0,0,0,40.0,-2.45,-3.5,0,49.1,82.0,none,0,0.27,40.0,
2025-11-16 16:30:25,20251116_163007,1.6226932514504304,0.3,0,0,0,0,54.2,1.66,-1.7,66.6,0,124.5,none,0,0.29,39.9,
2025-11-16 16:30:26,20251116_163007,1.7679155269019862,0.3,0,0,0,0,56.0,7.92,-3.2,100.0,0,225.6,"harsh_acceleration,speeding",2,0.3,37.2,
2025-11-16 16:30:27,20251116_163007,1.9171101467613458,0.3,0,0,0,0,40.0,-4.24,-20.9,0,84.7,82.0,"harsh_braking,steering_oscillation",2,0.31,37.7,
2025-11-16 16:30:28,20251116_163007,2.070385149121397,0.3,0,0,0,0,56.4,0.3,14.2,40.0,0,99.4,"speeding,steering_oscillation",2,0.33,38.1,
2025-11-16 16:30:29,20251116_163007,2.2275389100767895,0.3,0,0,0,0,67.6,2.33,18.5,73.3,0,139.9,speeding,1,0.35,37.5,
2025-11-16 16:30:30,20251116_163007,2.388449216356626,0.3,0,0,0,0,50.6,-2.95,9.9,0,59.0,85.2,harsh_braking,1,0.36,38.0,
2025-11-16 16:30:31,20251116_163007,2.553045671481288,0.3,0,0,0,0,60.9,1.66,14.9,66.6,0,126.5,speeding,1,0.38,37.7,
2025-11-16 16:30:32,20251116_163007,2.721252525956902,0.3,0,0,0,0,40.0,3.93,6.8,89.3,0,158.9,harsh_acceleration,1,0.39,37.2,
2025-11-16 16:30:33,20251116_163007,2.892999967834235,0.3,0,0,0,0,57.1,2.77,37.4,77.7,0,144.3,"harsh_acceleration,speeding,steering_oscillation",3,0.4,36.7,
2025-11-16 16:30:34,20251116_163007,3.0681740809501785,0.3,0,0,0,0,56.9,2.23,28.2,72.3,0,135.0,speeding,1,0.42,36.4,
2025-11-16 16:30:35,20251116_163007,3.246784749661448,0.3,0,0,0,0,54.4,-1.71,27.9,0,34.2,86.3,none,0,0.44,36.9,
2025-11-16 16:30:36,20251116_163007,3.428719228796038,0.3,0,0,0,0,40.0,-2.07,21.2,0,41.3,82.0,none,0,0.45,37.3,
2025-11-16 16:30:37,20251116_163007,3.614026245383799,0.3,0,0,0,0,52.5,0.83,15.8,58.3,0,109.8,none,0,0.46,37.4,
2025-11-16 16:30:38,20251116_163007,3.802392492671795,0.3,0,0,0,0,41.4,-2.02,4.9,0,40.5,82.4,none,0,0.47,37.7,
2025-11-16 16:30:39,20251116_163007,3.994006032312953,0.3,0,0,0,0,62.1,-3.48,-1.4,0,69.7,88.6,"harsh_braking,speeding",2,0.49,38.1,
2025-11-16 16:30:40,20251116_163007,4.188706009674163,0.3,0,0,0,0,100.0,0.63,-3.7,56.3,0,120.7,none,0,0.52,38.0,
2025-11-16 16:30:41,20251116_163007,4.386457350442753,0.3,0,0,0,0,67.6,-0.16,-7.2,30.0,0,96.3,speeding,1,0.54,38.3,
2025-11-16 16:30:42,20251116_163007,4.587269531824245,0.3,0,0,0,0,60.1,2.92,-17.1,79.2,0,147.6,"harsh_acceleration,speeding",2,0.55,37.8,
2025-11-16 16:30:43,20251116_163007,4.7910786814896404,0.3,0,0,0,0,40.0,1.05,3.6,60.5,0,109.9,steering_oscillation,1,0.56,37.9,
2025-11-16 16:30:44,20251116_163007,4.997779260924665,0.3,0,0,0,0,56.4,-2.8,-22.5,0,56.1,86.9,"harsh_braking,speeding,steering_oscillation",3,0.58,38.2,
2025-11-16 16:30:45,20251116_163007,5.207449078307141,0.3,0,0,0,0,40.0,-1.84,-4.7,0,36.8,82.0,steering_oscillation,1,0.59,38.5,
