timestamp,session_id,fatigue_score,eye_ratio,yawn_count,head_pitch,head_yaw,head_roll,speed_kmh,acceleration_ms2,steering_angle_deg,throttle_position_pct,brake_pressure_pct,co2_estimate_gkm,events_detected,event_count,cumulative_distance_km,eco_score,recommendation
2025-11-16 18:53:34,20251116_185334,0,0.3,0,0,0,0,40.0,3.87,12.2,88.7,0,157.8,harsh_acceleration,1,0.01,100.0,
2025-11-16 18:53:35,20251116_185334,0.6032666666666667,0.2652027156200292,0,177.9924255260615,-20.88759604869548,2.728504522914895,50.8,0.24,8.8,69.2,0,102.7,none,0,0.03,100.0,
2025-11-16 18:53:36,20251116_185334,2.758737307266667,0.231283750041265,0,177.66152078800596,-18.718250753734683,1.7226038371456818,74.2,0.45,7.4,48.9,0,108.8,speeding,1,0.05,100.0,
2025-11-16 18:53:37,20251116_185334,6.6817663019799935,0.26526461795185285,0,176.92993248238653,-21.049110912639676,1.3561084115846331,90.4,0.9,-12.4,59.0,0,122.5,steering_oscillation,1,0.07,100.0,
2025-11-16 18:53:38,20251116_185334,9.735909516989501,0.25589980041343074,0,173.89660816559274,-23.065209345858904,1.674526390607561,100.0,-3.31,-15.1,0,66.1,100.0,harsh_braking,1,0.1,100.0,
2025-11-16 18:53:39,20251116_185334,12.264130234096813,0.22246947251489227,0,173.11221766466332,-21.98088151495817,1.3362330120991839,100.0,1.14,2.5,61.4,0,129.3,steering_oscillation,1,0.13,36.5,
2025-11-16 18:53:40,20251116_185334,15.489299595265162,0.30523037880025106,0,173.859621373118,-23.854272725622874,1.6525925083360695,87.6,0.03,-8.9,50.3,0,106.8,none,0,0.15,37.3,
2025-11-16 18:53:41,20251116_185334,17.44703273828164,0.2816899020733873,0,174.16740515457195,-24.203415182366363,1.759071244793238,100.0,7.12,-12.6,100.0,0,226.8,harsh_acceleration,1,0.18,29.5,
2025-11-16 18:53:42,20251116_185334,20.07459817958658,0.2512860979718866,0,176.49136267052162,-22.034156008601077,-0.36854062641237256,65.1,-3.7,9.0,0,74.0,89.5,"harsh_braking,speeding,steering_oscillation",3,0.2,31.3,
2025-11-16 18:53:43,20251116_185334,23.02294386562676,0.23513496712193285,0,167.63373244216456,-15.386414704747917,-1.420574467596593,48.1,2.76,41.1,77.6,0,141.3,"harsh_acceleration,steering_oscillation",2,0.21,30.9,
2025-11-16 18:53:44,20251116_185334,26.33295347023772,0.17682310042300056,0,171.3498730767142,-14.785089325288451,-2.1539843665307896,53.8,-0.34,38.7,55.6,0,97.3,none,0,0.22,31.9,
2025-11-16 18:53:45,20251116_185334,28.7847230798033,0.20460714395131385,0,170.91975775813347,-13.492439252327543,-2.19048380227901,54.6,1.2,34.3,62.0,0,116.7,none,0,0.24,32.2,
2025-11-16 18:53:46,20251116_185334,31.742656812658943,0.18823303749007325,0,171.68890513062217,-17.857754600156788,-1.9732539781224494,71.9,2.9,5.9,79.0,0,150.9,"harsh_acceleration,speeding,steering_oscillation",3,0.26,31.4,
2025-11-16 18:53:47,20251116_185334,33.89455713478554,0.2818756358519439,0,172.16828966943993,-17.76373418237131,-1.6593483898680117,88.2,3.42,45.0,84.2,0,164.5,"harsh_acceleration,steering_oscillation",2,0.28,30.0,
2025-11-16 18:53:48,20251116_185334,35.81819933826756,0.23764288784676366,0,173.84080967281335,-19.004602440154212,-0.007489799400099116,100.0,-2.41,42.9,0,48.3,100.0,none,0,0.31,31.3,
2025-11-16 18:53:49,20251116_185334,36.56852058583735,0.2706405273381941,0,177.60359328431196,-15.08178075132729,-2.011355830790323,91.1,1.41,11.9,64.1,0,131.3,steering_oscillation,1,0.34,31.2,
2025-11-16 18:53:50,20251116_185334,36.840501674528255,0.25626413846398927,0,179.6272181224452,-11.450847341408775,-3.8300206891442117,100.0,-1.82,-3.3,0,36.5,100.0,steering_oscillation,1,0.37,32.2,
2025-11-16 18:53:51,20251116_185334,29.024725720731105,0.23134779883817072,0,-174.03926929977996,-10.466659428817565,-5.560454002000567,65.2,-2.99,-27.9,0,59.8,89.6,"harsh_braking,speeding,steering_oscillation",3,0.38,33.0,
2025-11-16 18:53:52,20251116_185334,23.701025050412976,0.2033922982023612,0,-172.1685137611507,-11.408250402078338,-4.851896238170694,40.0,-2.22,-4.3,0,44.4,82.0,steering_oscillation,1,0.39,33.6,
2025-11-16 18:53:53,20251116_185334,20.295380595084396,0.23037645141932866,0,-173.75539627447944,-11.386404518352071,-5.136845580165519,40.0,-0.53,-10.5,0,10.6,82.0,none,0,0.41,34.1,
